text,label,novel
i am a student and i am finding a tablet for school that has a sleek design and a crisp screen.,1,0
the computer i want should look cool and own a nice graphic card.,1,0
a nice looking computer would be suitable for me.,1,0
i am changing my old laptop and i want a fast one that is well designed and great for gaming.,1,0
my must-have feature is a backlit keyboard.,1,0
screen is the most important element to me so i want it to be sharp.,1,0
i am looking for a new computer that is lightweight and good looking.,1,0
i need a real fast computer.,1,0
i will need a laptop for software development and it should have good build quality with a decent battery life.,1,0
"everyday i need to use my laptop so i need a big screen and a great keyboard to make it comfortable, of course, it should be fast also.",1,0
i often stick on to one brand and this time i am finding a laptop that is light and has a good keypad.,1,0
a reasonable price is what i consider when buying a new computer.,1,0
i am in need of a new computer that comes with high hdd capacity and low price.,1,0
i want to replace my old computer to a better looking computer.,1,0
a computer with marvelous screen and good price is what i need right now.,1,0
our business need a computer that comes with a high performance-cost ratio.,1,0
i am taking the recommendations from my friend to find a new computer from amazon.,1,0
i need a good laptop with reasonable price.,1,0
i would do as much research as i could to find the best use of my money for a powerful computer.,1,0
i am considering to change my old computer and what i need is a computer with a high performance-cost ratio and long battery life.,1,0
i want my future computer to have a high performance-cost ratio.,1,0
i don't have much money so i need a new computer with a good price.,1,0
i need a fast computer.,1,0
i want something sleek to play my games well.,1,0
i think the design of a computer do pay attribute.,1,0
i don't really have much money but i wish to have a computer that can run games on ultra graphic settings.,1,0
i look into graphics so i need a computer that can handle heavy graphics.,1,0
i won't pay too much money for a good computer.,1,0
"i need a different computer from my current computer, which is slow and heavy.",1,0
i enjoy gaming and i am finding myself a computer that handle that with ease.,1,0
the computer i want should handle all my needs with a good price.,1,0
i need a laptop with good build.,1,0
i am going to buy a new computer and i want it to have decent graphics and storage.,1,0
i want a quick computer with reasonable price.,1,0
i travel a lot so i would like to have a sturdy and handy laptop.,1,0
my old computer is sick and so i need new one that stays cool and quiet.,1,0
i have a number of games that i would like to try on my new laptop so it should have a large storage that is great for gaming.,1,0
i need some recommendations on a cheap computer which is easy to use and able to run smoothly.,1,0
i want a nice matte finish on my new computer so no fingerprints would be attached to it.,1,0
i need a computer with a high performance-cost ratio and a large memory.,1,0
i want a computer with high performance-cost ratio.,1,0
i am finding the best computer for my money.,1,0
i pay attention to my gaming experience but i also want a low price for a good computer.,1,0
i am looking through the recommendations on amazon and want to find myself a quick computer.,1,0
my old laptop is not working and i am finding a lightweight and fast one with high performance-cost ratio.,1,0
"i will be using the laptop for work so it should be sleek, lightweight and easy to setup.",1,0
i am buying something from the black friday bargain and i want a new computer that comes with good picture and good sound quality.,1,0
my old computer doesn't last long for the battery life and i hope the new one would.,1,0
a fast computer with a high performance-cost ratio is what i need.,1,0
i know something about computer and all i want is a good-looking computer that play games well.,1,0
i need a computer with a reasonable price.,1,0
"for my gaming laptop, i want it to have a beautiful design.",1,0
i am a console gamer but now i am finding a gaming laptop that has amazing speed and awesome graphics.,1,0
the temperature of the computer should be low while i am using it.,1,0
i don't have an unlimited budget so i want a computer with a large screen and a fast processor.,1,0
my next semester is coming and i am finding a new computer to cope with the work.,1,0
i need a good keypad on my computer to get my job done.,1,0
i am buying the computer for my family so i need a nice screen to protect their eyes.,1,0
i use laptop to watch movies so a large screen and clear pictures are necessary.,1,0
i am switching my old computer to a quicker and lighter one.,1,0
i need the processor to be fast and responsive on my next computer.,1,0
i would be grateful to pay as long as the computer lives up to my expectation.,1,0
"the computer i want should startup fast, cool and quietly.",1,0
weight is important to me when purchasing a laptop.,1,0
i donâ€™t want my current computer anymore and i am looking for a new one coming with the perfect keyboard and screen.,1,0
i am finding myself a new computer that has a fast refresh rate and good video card.,1,0
i need a fast computer.,1,0
i am buying a laptop for my daughter and she wants it to be lightweight with a high performance-cost ratio.,1,0
"i want to get a computer that is slim, light, fast and great looking.",1,0
a computer which can quickly download stuff is which i need.,1,0
i need a light computer which can turn on fast and run cool.,1,0
i do a lot of research before buying a new laptop and i want it to be fast and easy to setup and use.,1,0
i treasure every hour of work so i need a fast computer.,1,0
i want to change my old computer and i want a fast computer with reasonable price.,1,0
i want to buy a new laptop so i can share it with my wife.,1,0
i have to do homework at night so it's better to include a backlit keyboard.,1,0
i am finding myself a new computer without a ton of bloatware.,1,0
my dream gaming laptop is the one that runs games well.,1,0
i am in need of a new computer that is sleek and compact.,1,0
i am looking for a computer that fulfil my data science demand and it should come with an awesome keyboard.,1,0
i need a computer that is easy to get started.,1,0
i need to change my old laptop and i need one that run quietly and cool.,1,0
we are finding a new computer with a reasonable price.,1,0
i need a computer with high performance-cost ratio.,1,0
my wife need a computer to do her college work and she needs it to bootup fast and play games well.,1,0
i will need a functional computer.,1,0
i am a student and i need a recommendation for a lightweight and thin computer.,1,0
i need a light computer.,1,0
"i tend to choose brand with good reputation and i want a sleek, new computer that comes with the perfect size and a ergonomic keyboard.",1,0
the computer i need should have a high performance-cost ratio and be solidly constructed.,1,0
all i need on a computer is high bootup speed and great graphics.,1,0
i am getting a new tablet for my online college so i need a big screen and a nice pen.,1,0
i want to have a new computer that is easy to setup.,1,0
i am in college and i need a sturdy and solid computer that comes with a high response rate.,1,0
i want a computer with good performance and low cost.,1,0
i enjoy playing games on my laptop so i hope the laptop do magnificent job of graphics and gameplay.,1,0
i am taking the laptop to school and i want it to have a good selection of ports for my use.,1,0
i am finding a replacement for a higher performance-cost ratio.,1,0
i need a good piece of computer with a low cost.,1,0
i am finding the best computer with my limited budget.,1,0
i am finding for a new gaming laptop.,1,0
"the current computer is not working and i want a new one that is slim, light and well crafted.",1,0
i do a lot of typing so the keys should be wonderful.,1,0
my old computer is not working properly so i want a computer with a higher performance-cost ratio.,1,0
i want the computer to be quiet and stay cool while playing games with a high perfomance-cost ratio.,1,0
i am finding a sturdy computer with a nice keyboard.,1,0
i do a lot of typing at night so it would be good if the keys are highly visible at night.,1,0
i do literally everything on my laptop so i hope it to be easily upgradable and have a reasonable price.,1,0
i would use the computer for light gaming so i hope the computer would play games well.,1,0
i use cad programmes so i am finding a computer that run those programmes well.,1,0
i am going back to college later and so i need a laptop with a huge screen and a number pad on the keyboard.,1,0
i am in need of a new computer and it should work fantasticly for games.,1,0
i am finding a fantastic bargain for my gaming computer.,1,0
i need the laptop to look much as a pc so it should have a full keyboard and a good touchscreen.,1,0
i play games on laptop and i am finding a professional computer for that.,1,0
i have a kid in school and i am buying him a new laptop with a chassis texture.,1,0
i am finding myself a light and fast computer.,1,0
i need a great screen to better do my spreadsheets.,1,0
i donâ€™t have much money so i need a computer that comes with a great price.,1,0
i need a powerful laptop to bring to class so it should be small but with a big screen for multitasking.,1,0
i need the specs to be perfect on my computer that means for the screen and the touchpad.,1,0
i am finding my first laptop in college and i need it to have excellent visual fidelity and a full keyboard.,1,0
my old computer lasts for five years and now i am finding a new one with large storage and high performance-cost ratio.,1,0
i need a computer with a good trackpad and battery life which can max out any games.,1,0
"i need a computer which has an excellent keyboard and a great screen, but also not too attractive to eyeballs.",1,0
i want a well-built computer.,1,0
i play lots of games and i'm finding a new computer that run fast of all my games.,1,0
"once i find a computer that fits my needs, i am willing to spend the appropiate amount of money.",1,0
"i don't have much requirement for my new computer, it just need to be cheap.",1,0
"as a person who is into light gaming and video editing, i need a computer that goes perfect for both the aspect.",1,0
i am taking a laptop that is travel-friendly and lightweight.,1,0
my family and i need a fast computer with a high performance-cost ratio.,1,0
my computer doesn't play my games well so i need a new one that plays games with no stutters.,1,0
a thin and light computer is preferable.,1,0
i need a fast laptop with good configuration.,1,0
i am buying a christmas present for my daughter and she wants it to be fast to meet her needs.,1,0
i haven't been using a laptop for a while and it would be good to be easy to set up.,1,0
i need a fast and lightweight computer.,1,0
i have got a lot of photos and i need a roomy device for that.,1,0
i surf the internet all day and i am finding a new laptop that do fast in that.,1,0
i need to take a laptop to my internship and i hope it comes with reasonable price and nice look.,1,0
speed is what i look into when purchasing a new computer.,1,0
i am replacing my old computer and i want a lighter and more sturdy one.,1,0
i am a software developer and i am finding a new computer that can run idss with no glitch in a low cost.,1,0
i need a fast computer.,1,0
i depend on reliable resources to make up my decision on a new computer.,1,0
i don't have a huge budget for my new computer so it should come with a good price.,1,0
i have never had a laptop before and so i am finding one that can run games with an amazing battery life.,1,0
i need a good keyboard for my typing work.,1,0
an adequate screen should be installed on the computer.,1,0
a fast computer is what i need.,1,0
i am a student and i want a computer that has a powerful quad core and sturdy construction.,1,0
i need a computer that powers up smoothly with a reasonable price.,1,0
my work requires for a better computer that comes with a sturdy keyboard with useful backlighting.,1,0
i will use the computer for gaming and i hope there would be a sharp display and a high refresh rate.,1,0
i don't have much money so good price is important for a new computer.,1,0
a good design and a cool keyboard should be applied to the computer.,1,0
i do basic business application on my laptop so i need sufficient amount of ram and large drive of my data.,1,0
i am waiting for my husband to buy me a lightweight computer that has the perfect size.,1,0
"i am finding a new computer that is light, handy and easy to use.",1,0
i have some light use of the computer and i hope the price wonâ€™t be too expensive.,1,0
i am going to find a fast computer for myself.,1,0
i need a fast computer.,1,0
i do video editing so the computer should work great with that.,1,0
i need a nice backlit keyboard to do work at night.,1,0
"i do pay attention to user response on computer and i am finding one that is quick, light and slim.",1,0
i want a computer that have great specs and amazing cooling.,1,0
my old computer is not working and i need a new one that bootup fast.,1,0
i need the computer to boot up fast.,1,0
i need a laptop that fit in my budget with cool looking and ability to play games without issues.,1,0
i know what i need for my new computer: good size and bright screen.,1,0
i want to have a new computer for myself.,1,0
i want the new computer to come with a cool touch screen.,1,0
i am replacing my old laptop for a better-sized laptop.,1,0
i don't want to have much bloatware on my computer.,1,0
i was looking to upgrade my old computer but eventually i decided i would just find a new computer that is more upgradable.,1,0
i use my laptop for school so i need it to be light and sleek.,1,0
i am not finding a fancy computer but a powerful computer with a low cost.,1,0
i am a student and i want to find a fast and light computer for my everday use.,1,0
i focus on the design of a laptop very much so a beautiful finish and a beautiful screen is a must.,1,0
we need a new laptop for cctv management and it should bootup fast and have a good battery life.,1,0
the computer i need is the one which can be opened up and upgraded easily and have a good build quality.,1,0
i am purchasing a new computer mainly for gaming so it should play games smoothly and have a gorgeous screen.,1,0
i am purchasing a new computer to replace my old one and the new one should come with mosterous storage capacity and high performance-cost ratio.,1,0
i tend to use my next computer for a long time so the graphics ought to be beautiful.,1,0
i am trying to find a new gaming laptop that plays my games fast and quietly.,1,0
i need a new computer that has a high performance-cost ratio.,1,0
i need a new computer for myself that is lightweight and fast.,1,0
i would need enough ports for charging and for further installment.,1,0
i am replacing my old computer with a lighter one.,1,0
i want to find a laptop that can play games with my friends so i need it to have great performance for gaming and be cheap.,1,0
it would be enjoyable to have a computer that is speedy with an amazing sound system.,1,0
i want to get to use the computer as soon as possible so it's better to have some pre-loaded software.,1,0
i need a nice computer for my work and it should come with awesome specs with a great price.,1,0
i need some good specs on the computer for my business.,1,0
i only have simple needs on my laptop so it just has to be lightweight and economical.,1,0
i need the computer to boot up fast to meet my needs.,1,0
i have limited budget so i need a new computer with great price.,1,0
speed is what i concern when purchasing a new computer.,1,0
i need the screen to be nice and big while maintaining a light weight.,1,0
i am in a nursery school and i use my laptop several hours a day.,1,0
i do photo editing and i am finding a computer that boot fast and run quietly.,1,0
a good touch screen should be installed on my new computer.,1,0
the computer i want should handle my games with ease and run super fast.,1,0
i don't require much for my new computer but speed is important.,1,0
i am finding myself a new computer that is light and come with nice size.,1,0
my old laptop has a broken screen and i want a more good looking one.,1,0
i can't use my old computer anymore and i need a new one that is fast and reasonably priced.,1,0
i need a computer that immdiately wakes when i use it.,1,0
my desire computer should own a great keyboard and a powerful cooling system.,1,0
i need a new computer for myself and i want it to come with superb build quality.,1,0
"my old computer needs replacement and i need the new one to be lightweight, quick and economical.",1,0
the only requirement i have for my computer is it has to be easy to use.,1,0
i do multitasking so i need a good system to come with the laptop.,1,0
my household has different needs for a computer and so it should be fast and have great graphics.,1,0
i usually stick to one brand when it comes to computer and now i want a computer that runs cool and be easily upgradable.,1,0
i want a high performance-cost ratio computer which can do fast start-up.,1,0
a fast computer with a responsive touchscreen is what i need.,1,0
i would use the new computer with my wife so i want it to look sleek and have a good speaker.,1,0
i want to have a new laptop that is lightweight with a great battery.,1,0
i am trying to upgrade from an old computer that i need the new one to be thinner and lighter and more economical.,1,0
i plan to have a great bargain on a new computer.,1,0
my old computer is too heavy and doesn't last long so i need a new one.,1,0
i want to purchase a computer that is portable and lightweight.,1,0
"i am changing my old computer and i want the new to be quick, responsive and economical.",1,0
i need a eye-catching display and a satisfying backlit keyboard for the computer.,1,0
i am changing my old computer to a more classy-looking one.,1,0
a computer with a high performance-cost ratio is what i need.,1,0
i need a new computer for work so everything should be fast including the bootup.,1,0
"for an everyday use computer, i need it to have good colour with great price.",1,0
i am finding myself a great computer that is solid and priced greatly.,1,0
"i am buying a new laptop for my husband and he wants it to be lightweight, clear and sharp.",1,0
i would like to have great colour on my computer.,1,0
i recently need a new computer that comes with high speed and minimal bloatware.,1,0
i need a computer that is easy to setup and come with a high quality monitor.,1,0
i need a good video card to go with my computer.,1,0
i lost my old taplet so i am finding for a new one that show awesome graphics.,1,0
i need a computer with high performance-cost ratio.,1,0
my gaming niece wants some right specs for his computer.,1,0
i want a replacement for my old computer and i need a new one that comes with amazing build quality.,1,0
i wish i would be happy with the money i spent for a perfect computer.,1,0
i need a work horse that is light and quiet and easy to use.,1,0
i am buying a computer as christmas present for my son and he specifies that it has to be great for games.,1,0
i need a fast computer.,1,0
i am finding a new computer that have good specs but low price.,1,0
i want to spend as less as possible on my new laptop.,1,0
"as a college student, i am finding an affordable laptop which has a solid construction.",1,0
"i am in need of a new computer that is slim, portable and affordable.",1,0
i want a computer with long battery life.,1,0
i need a vivid development platform that is lightweight and has a nice backlit keyboard.,1,0
the only thing i require on my computer is great specs with decent price.,1,0
the screen should be gorgeous and responsive on my computer.,1,0
my computer just recently broke down so i need a new computer immediately.,1,0
i need a quiet computer with high performance-cost ratio.,1,0
the computer should be light.,1,0
i need a strong upgrade from my old computer that is faster and has better screen.,1,0
i am currently running out of savings but i want a nice computer with a nice price.,1,0
i am buying a new computer for my wife and so the computer should play games with no problems.,1,0
specs are important aspect that i look into when purchasing a new computer.,1,0
i need a recommendation of a handy and light computer for my sister.,1,0
i am finding a new computer with amazing boosted frequency and useful amount of ram.,1,0
i need a computer with a reasonable price.,1,0
"i need something to bring to work and i hope it would be thin, light and sturdy.",1,0
i am looking for recommendation on a fast computer with fantastic price.,1,0
i did a lot of research on my new computer and my wish is to have a fast computer that play games well.,1,0
i want to have a new computer that comes with the highest performance-cost ratio.,1,0
"i will use the computer for general school work thus i need it to be lightweight, fast and portable.",1,0
my wife needs a new computer and i am planning to gift her one that have nicely arranged keyboard and low cost.,1,0
i want a fast and light computer.,1,0
my old computer is not working anymore and i am finding a new computer with a nice price.,1,0
"it would be pleasant to have been able to use the computer as soon as possible, so it should be easy to set up.",1,0
i am going through a replacement of my old computer and i want the new one to come with good specs and great display colour.,1,0
my old computer doesn't work for me anymore and i need a fast one with lots of space.,1,0
the hard drive of my old computer died so i need a new one with large storage and reasonable price.,1,0
i am new to gaming laptop and i want some really good red back-lit keys because that looks cool.,1,0
i need a fast computer.,1,0
i need the computer to come with microsoft programmes.,1,0
i need some recommendations for an awesome gaming laptop.,1,0
the computer i am buying must be fast.,1,0
photo editing is my job so i would need a computer that have good screen resolution.,1,0
i need a computer that comes with low price and high specs.,1,0
i need a computer with a good hardware.,1,0
i don't enjoy waiting so i need the computer to startup fast.,1,0
i need a new gaming laptop with some good build quality.,1,0
i am becoming a coder and i need a new computer that is sleek and has large storage space.,1,0
i am looking for a quiet computer with a good price.,1,0
my old computer is not working and i need a fast and well built one.,1,0
i am finding a all-rounded computer that is sturdy and has great design.,1,0
the computer i will be using should be light and have thin edges.,1,0
specs ought to be good on my computer.,1,0
i need a plain notebook without those flashy light but still keep a beautiful design.,1,0
i have got a lot of documents from my work so i need a new computer that can store all those files with a reasonable price.,1,0
my old computer is starting to be unreliable so i need a new one that has lots of space yet running fast.,1,0
the computer i will be using should have a high performance-cost ratio.,1,0
"the computer should have great build quality and specs, but also with a good price.",1,0
i am finding myself a fast computer.,1,0
i am buying a laptop for my brother who just entered into college and the amount of storage ought to be more than enough.,1,0
i need a solid hard drive to run everything smoothly.,1,0
i am changing my old computer and i want the new one to be easy to upgrade with a high performance-cost ratio.,1,0
"my old computer needs replacement and the new one should come with a big screen, sleek design and wonderful keyboard lighting.",1,0
i plan to do some laptop gaming so it should play games well and fast.,1,0
my wife says she needs a computer that is easy to use and works well with wifi.,1,0
"i need the computer to do well in gaming and editing, of course with a good price also.",1,0
i do basic browsing and i am finding a cheap computer which comes up with the performance.,1,0
i need a state-of-the-art laptop that comes with a low price.,1,0
i need a computer to do typical home computer work and it should be light and has a bright screen.,1,0
a computer that runs games well with a low cost is what i needed.,1,0
i need a new computer that is easy to setup with a high performance-cost ratio.,1,0
i need some recommendations on a fast computer.,1,0
my old computer does not work as great as it was so i am finding a new one with a beautiful screen and good build quality.,1,0
i pay many effort into investigating computers and now i want a sturdy and portable one.,1,0
i want a light computer.,1,0
i need a handy computer.,1,0
the computer should have a light but large enough screen accomplished with speed.,1,0
i read a lot of reviews and i decided i would buy a computer that is fast with a budget price.,1,0
i do spreadsheets all day and i want to find myself a computer with a high performance-cost ratio.,1,0
i need a light computer with a good screen.,1,0
i hope the money i spent would be exchanged for a good computer.,1,0
i want a computer that is able to run games at a high-ultra setting without getting too hot.,1,0
i am looking for a mother's day present that is easy to setup.,1,0
i produce music so i hope the new computer works great for the software with a reasonable price.,1,0
i expect my new computer will be fast and reasonably priced.,1,0
"as long as the price is reasonable, i would be happy to pay for a powerful computer.",1,0
my old laptop is not working and i am finding a new one that has good amount of ram and storage.,1,0
i want an economical and fast computer.,1,0
i am finding something new to replace my old computer that has a higher portability and better display.,1,0
"the computer should boot up and connect to the wifi in a super fast way, but i don't want the price to be too high and the diplay should be great also.",1,0
a lightweight computer is what i need.,1,0
